Category ID,Category Title,Products,Pages,Category ID
4yihn,Target / patio & garden / outdoor lighting / outdoor lanterns,186,4,http://www.target.com/c/outdoor-lanterns-lighting-patio-garden/-/N-4yihn#?lnk=lnav_shop categories_4
4yihp,Target / patio & garden / outdoor lighting / outdoor post lighting,88,2,http://www.target.com/c/outdoor-post-lighting-patio-garden/-/N-4yihp#?lnk=lnav_shop categories_6
4yihh,Target / patio & garden / outdoor lighting / outdoor security lights,6,1,http://www.target.com/c/outdoor-security-lights-lighting-patio-garden/-/N-4yihh#?lnk=lnav_shop categories_7
4yihg,Target / patio & garden / outdoor lighting / outdoor solar lights,64,2,http://www.target.com/c/outdoor-solar-lights-lighting-patio-garden/-/N-4yihg#?lnk=lnav_shop categories_8
4yihm,Target / patio & garden / outdoor lighting / outdoor torches,35,1,http://www.target.com/c/outdoor-torches-lighting-patio-garden/-/N-4yihm#?lnk=lnav_shop categories_9
4yihj,Target / patio & garden / outdoor lighting / outdoor wall lighting,192,4,http://www.target.com/c/outdoor-wall-lighting-patio-garden/-/N-4yihj#?lnk=lnav_shop categories_10
4yb7t,Target / patio & garden / patio accessories / canopies & shades,105,2,http://www.target.com/c/canopies-shades-patio-accessories-garden/-/N-4yb7t#?lnk=lnav_shop categories_1
5xtp1,Target / patio & garden / patio accessories / coolers & carts,28,1,http://www.target.com/c/coolers-carts-patio-accessories-garden/-/N-5xtp1#?lnk=lnav_shop categories_2
5xtp0,Target / patio & garden / patio accessories / cooling & misting,1,1,http://www.target.com/c/cooling-misting-patio-accessories-garden/-/N-5xtp0#?lnk=lnav_shop categories_3
4ydjv,Target / patio & garden / patio accessories / outdoor pillows,429,8,http://www.target.com/c/outdoor-pillows-patio-accessories-garden/-/N-4ydjv#?lnk=lnav_shop categories_7
5xtou,Target / patio & garden / patio accessories / outdoor rugs,1474,25,http://www.target.com/c/outdoor-rugs-patio-accessories-garden/-/N-5xtou#?lnk=ct_menu_12_14&intc=1865102|null
4ua3c,Target / patio & garden / patio accessories / outdoor rugs / 5’ x 7/8’ rugs,629,11,http://www.target.com/c/5-x-7-8-rugs-outdoor-adaptive-patio-ways-to-shop/-/N-4ua3c
4ua3b,Target / patio & garden / patio accessories / outdoor rugs / 7/8’ x 10’ rugs,363,7,http://www.target.com/c/7-8-x-10-rugs-outdoor-adaptive-patio-ways-to-shop/-/N-4ua3b
4ua3a,Target / patio & garden / patio accessories / outdoor rugs / 9’ x 12’ rugs,207,4,http://www.target.com/c/9-x-12-rugs-outdoor-adaptive-patio-ways-to-shop/-/N-4ua3a
4ua3h,Target / patio & garden / patio accessories / outdoor rugs / blue rugs,352,6,http://www.target.com/c/blue-rugs-outdoor-adaptive-patio-ways-to-shop/-/N-4ua3h
4ua3f,Target / patio & garden / patio accessories / outdoor rugs / green rugs,195,4,http://www.target.com/c/green-rugs-outdoor-adaptive-patio-ways-to-shop/-/N-4ua3f
4ua3e,Target / patio & garden / patio accessories / outdoor rugs / multi-color rugs,55,1,http://www.target.com/c/multi-color-rugs-outdoor-adaptive-patio-ways-to-shop/-/N-4ua3e
4ua3g,Target / patio & garden / patio accessories / outdoor rugs / red & orange rugs,267,5,http://www.target.com/c/red-orange-rugs-outdoor-adaptive-patio-ways-to-shop/-/N-4ua3g
4ua39,Target / patio & garden / patio accessories / outdoor rugs / round rugs,368,7,http://www.target.com/c/round-rugs-outdoor-adaptive-patio-ways-to-shop/-/N-4ua39
4ua3d,Target / patio & garden / patio accessories / outdoor rugs / runners,608,11,http://www.target.com/c/runners-outdoor-rugs-adaptive-patio-ways-to-shop/-/N-4ua3d
5xtos,Target / patio & garden / patio accessories / patio umbrellas,172,3,http://www.target.com/c/patio-umbrellas-accessories-garden/-/N-5xtos
5xtoi,Target / patio & garden / patio furniture / benches,83,2,http://www.target.com/c/benches-patio-furniture-garden/-/N-5xtoi#?lnk=lnav_shop%20categories_3&intc=2803502%7Cnull
4yb7s,Target / patio & garden / patio furniture / gazebos & pergolas,25,1,http://www.target.com/c/gazebos-pergolas-patio-furniture-garden/-/N-4yb7s#?lnk=lnav_shop%20categories_10&intc=2803502%7Cnull
5xtoy,Target / patio & garden / patio furniture / hammocks & swings,135,3,http://www.target.com/c/hammocks-swings-patio-furniture-garden/-/N-5xtoy#?lnk=lnav_shop%20categories_1&intc=2803502%7Cnull
5xtod,Target / patio & garden / patio furniture / ottomans,106,2,http://www.target.com/c/ottomans-patio-furniture-garden/-/N-5xtod#?lnk=lnav_shop%20categories_5&intc=2803502%7Cnull
5xtoc,Target / patio & garden / patio furniture / outdoor sectionals,98,2,http://www.target.com/c/outdoor-sectionals-patio-furniture-garden/-/N-5xtoc#?lnk=lnav_shop%20categories_6&intc=2803502%7Cnull
5xtop,Target / patio & garden / patio furniture / patio sets,745,13,http://www.target.com/c/patio-sets-furniture-garden/-/N-5xtop#?lnk=lnav_shop%20categories_2&intc=2803502%7Cnull
5xtom,Target / patio & garden / patio furniture / patio sets / conversation sets,360,6,http://www.target.com/c/conversation-sets-patio-furniture/-/N-5xtom#?lnk=ct_menu_12_3&intc=1865102|null
5xto9,Target / patio & garden / patio furniture / patio tables,249,5,http://www.target.com/c/patio-tables-furniture-garden/-/N-5xto9#?lnk=lnav_shop%20categories_8&intc=2803502%7Cnull
5xtob,Target / patio & garden / patio furniture / sofas & loveseats,37,1,http://www.target.com/c/sofas-loveseats-patio-furniture-garden/-/N-5xtob#?lnk=lnav_shop%20categories_7&intc=2803502%7Cnull
4yn6b,Target / patio & garden / Polywood,35,1,http://www.target.com/c/polywood-brand-shop/-/N-4yn6b#?lnk=lnav_%20%09%09%09%09%09%09shop%20by%20material%09%09%09%09%09_4&intc=3336051%7Cnull
4yneg,Target / patio & garden / steel,503,9,http://www.target.com/c/steel-patio-furniture-ways-to-shop-garden/-/N-4yneg#?lnk=lnav_%20%09%09%09%09%09%09shop%20by%20material%09%09%09%09%09_3&intc=3336051%7Cnull
4yo3w,Target / patio & garden / Sunbrella,73,2,http://www.target.com/c/sunbrella-brand-shop/-/N-4yo3w#?lnk=lnav_%20%09%09%09%09%09%09shop%20by%20material%09%09%09%09%09_5&intc=3336051%7Cnull
56fha,Target / patio & garden / wood,350,6,http://www.target.com/c/wood-patio-furniture-ways-to-shop-garden/-/N-56fha#?lnk=lnav_%20%09%09%09%09%09%09shop%20by%20material%09%09%09%09%09_6&intc=3336051%7Cnull
5xtzp,Target / personal care / deodorant,386,7,http://www.target.com/c/deodorant-personal-care/-/N-5xtzp#?lnk=HealthL1_PersonalCare_Deodorant&intc=3232052%7Cnull
5xtzn,Target / personal care / feminine products,285,5,http://www.target.com/c/feminine-products-personal-care/-/N-5xtzn#?lnk=ct_menu_08_15&intc=1865095|null
4y633,Target / personal care / feminine products / maxi pads,73,2,http://www.target.com/c/maxi-pads-feminine-products-personal-care/-/N-4y633#?lnk=lnav_shop categories_3
4so0t,Target / personal care / feminine products / panty liners,40,1,http://www.target.com/c/panty-liners-feminine-products-personal-care/-/N-4so0t#?lnk=lnav_shop categories_4
4y634,Target / personal care / feminine products / tampons,71,2,http://www.target.com/c/tampons-feminine-products-personal-care/-/N-4y634#?lnk=lnav_shop categories_6
5xtzm,Target / personal care / foot care,170,3,http://www.target.com/c/foot-care-personal/-/N-5xtzm#?lnk=HealthL1_PersonalCare_FootCare&intc=3232052%7Cnull
5xtzl,Target / personal care / incontinence,120,2,http://www.target.com/c/incontinence-personal-care/-/N-5xtzl#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_6&intc=3164060%7Cnull
5xu00,Target / personal care / oral care / dental floss,53,1,http://www.target.com/c/dental-floss-oral-care-personal/-/N-5xu00
5xtzz,Target / personal care / oral care / dental guards,10,1,http://www.target.com/c/dental-guards-oral-care-personal/-/N-5xtzz#?lnk=lnav_%20%09%09%09%09%09%09categories%09%09%09%09%09_2&intc=3194577%7Cnull
5xtzy,Target / personal care / oral care / denture care,15,1,http://www.target.com/c/denture-care-oral-personal/-/N-5xtzy#?lnk=lnav_%20%09%09%09%09%09%09categories%09%09%09%09%09_3&intc=3194577%7Cnull
5xtzx,Target / personal care / oral care / electric toothbrushes,114,2,http://www.target.com/c/electric-toothbrushes-oral-care-personal/-/N-5xtzx#?lnk=lnav_%20%09%09%09%09%09%09categories%09%09%09%09%09_4&intc=3194577%7Cnull
4uli2,Target / personal care / oral care / oral pain relief,13,1,http://www.target.com/sb/oral-pain-relief-care-personal/-/N-4uli2#?lnk=lnav_%20%09%09%09%09%09%09categories%09%09%09%09%09_5&intc=3194577%7Cnull
5xtzv,Target / personal care / oral care / tooth whiteners,26,1,http://www.target.com/c/tooth-whiteners-oral-care-personal/-/N-5xtzv#?lnk=lnav_%20%09%09%09%09%09%09categories%09%09%09%09%09_7&intc=3194577%7Cnull
5xtzu,Target / personal care / oral care / toothbrush sanitizers,1,1,http://www.target.com/c/toothbrush-sanitizers-oral-care-personal/-/N-5xtzu#?lnk=lnav_%20%09%09%09%09%09%09categories%09%09%09%09%09_8&intc=3194577%7Cnull
5xtzt,Target / personal care / oral care / toothbrushes,162,3,http://www.target.com/c/toothbrushes-oral-care-personal/-/N-5xtzt#?lnk=lnav_%20%09%09%09%09%09%09categories%09%09%09%09%09_9&intc=3194577%7Cnull
5xtzr,Target / personal care / oral care / water jets,8,1,http://www.target.com/c/water-jets-oral-care-personal/-/N-5xtzr#?lnk=lnav_%20%09%09%09%09%09%09categories%09%09%09%09%09_11&intc=3194577%7Cnull
5xtzk,Target / personal care / women's hair removal,263,5,http://www.target.com/c/women-s-hair-removal-personal-care/-/N-5xtzk#?lnk=Grid_PRSON_032716_X0Y0W4%7CX0Y0W4%7CT:Template_Grid1A%7CC:CMS&intc=3276559%7Cnull
5xt43,Target / pets / bird supplies,232,4,http://www.target.com/c/bird-supplies-pets/-/N-5xt43#?lnk=ct_menu_09_35&intc=1865096|null
5xt41,Target / pets / cat supplies / cat beds & carriers,100,2,http://www.target.com/c/cat-beds-carriers-supplies-pets/-/N-5xt41#?lnk=lnav_shop categories_1
5xt40,Target / pets / cat supplies / cat bowls & dishes,96,2,http://www.target.com/c/cat-bowls-dishes-supplies-pets/-/N-5xt40
5xt3z,"Target / pets / cat supplies / cat collars, leashes & accessories",11,1,http://www.target.com/c/cat-collars-leashes-accessories-supplies-pets/-/N-5xt3z
4snyh,Target / pets / cat supplies / cat flea & tick treatment,13,1,http://www.target.com/c/cat-flea-tick-treatment-supplies-pets/-/N-4snyh#?lnk=lnav_shop%20categories_1&intc=2665508%7Cnull
5xt3y,Target / pets / cat supplies / cat food & treats,338,6,http://www.target.com/c/cat-food-treats-supplies-pets/-/N-5xt3y
5xt3x,Target / pets / cat supplies / cat furniture & scratchers,96,2,http://www.target.com/c/cat-furniture-scratchers-supplies-pets/-/N-5xt3x#?lnk=lnav_shop categories_6
5xt3w,Target / pets / cat supplies / cat health & grooming,38,1,http://www.target.com/c/cat-health-grooming-supplies-pets/-/N-5xt3w#?lnk=lnav_shop categories_7
5xt3u,Target / pets / cat supplies / cat toys,178,3,http://www.target.com/c/cat-toys-supplies-pets/-/N-5xt3u#?lnk=lnav_shop categories_8
5xt3v,Target / pets / cat supplies / litterbox & cleanup,126,3,http://www.target.com/c/litterbox-cleanup-cat-supplies-pets/-/N-5xt3v#?lnk=lnav_shop categories_9
5xt3r,Target / pets / dog supplies / dog beds & blankets,267,5,http://www.target.com/c/dog-beds-blankets-supplies-pets/-/N-5xt3r#?lnk=lnav_shop%20categories_3&intc=2731502%7Cnull
5xt3q,Target / pets / dog supplies / dog bowls & dishes,201,4,http://www.target.com/c/dog-bowls-dishes-supplies-pets/-/N-5xt3q#?lnk=lnav_shop%20categories_4&intc=2731502%7Cnull
5xt3p,Target / pets / dog supplies / dog clean up & odor control,84,2,http://www.target.com/c/dog-clean-up-odor-control-supplies-pets/-/N-5xt3p#?lnk=lnav_shop%20categories_5&intc=2731502%7Cnull
5xt3s,Target / pets / dog supplies / dog clothing & accessories,77,2,http://www.target.com/c/dog-clothing-accessories-supplies-pets/-/N-5xt3s#?lnk=lnav_shop%20categories_2&intc=2731502%7Cnull
5xt3o,"Target / pets / dog supplies / dog collars, harnesses & leashes",123,3,http://www.target.com/c/dog-collars-harnesses-leashes-supplies-pets/-/N-5xt3o#?lnk=lnav_shop%20categories_6&intc=2731502%7Cnull
5xt3n,"Target / pets / dog supplies / dog crates, kennels & carriers",55,1,http://www.target.com/c/dog-crates-kennels-carriers-supplies-pets/-/N-5xt3n#?lnk=lnav_shop%20categories_7&intc=2731502%7Cnull
4tgy3,Target / pets / dog supplies / dog flea & tick treatment,32,1,http://www.target.com/c/dog-flea-tick-treatment-supplies-pets/-/N-4tgy3#?lnk=lnav_shop%20categories_1&intc=2731502%7Cnull
5xt3m,Target / pets / dog supplies / dog food & treats,654,11,http://www.target.com/c/dog-food-treats-supplies-pets/-/N-5xt3m#?lnk=lnav_shop%20categories_8&intc=2731502%7Cnull
5xt3l,Target / pets / dog supplies / dog gates & doors,46,1,http://www.target.com/c/dog-gates-doors-supplies-pets/-/N-5xt3l#?lnk=lnav_shop%20categories_9&intc=2731502%7Cnull
5xt3k,Target / pets / dog supplies / dog grooming & bathing,88,2,http://www.target.com/c/dog-grooming-bathing-supplies-pets/-/N-5xt3k#?lnk=lnav_shop%20categories_10&intc=2731502%7Cnull
5xt3j,Target / pets / dog supplies / dog health & safety,123,3,http://www.target.com/c/dog-health-safety-supplies-pets/-/N-5xt3j#?lnk=lnav_shop%20categories_11&intc=2731502%7Cnull
5xt3i,Target / pets / dog supplies / dog houses,27,1,http://www.target.com/c/dog-houses-supplies-pets/-/N-5xt3i#?lnk=lnav_shop%20categories_12&intc=2731502%7Cnull
5xt3f,Target / pets / dog supplies / dog toys,355,6,http://www.target.com/c/dog-toys-supplies-pets/-/N-5xt3f#?lnk=lnav_shop%20categories_15&intc=2731502%7Cnull
5xt3h,Target / pets / dog supplies / dog training & behavior,10,1,http://www.target.com/c/dog-training-behavior-supplies-pets/-/N-5xt3h#?lnk=lnav_shop%20categories_13&intc=2731502%7Cnull
5xt3g,Target / pets / dog supplies / dog travel,118,2,http://www.target.com/c/dog-travel-supplies-pets/-/N-5xt3g#?lnk=lnav_shop%20categories_14&intc=2731502%7Cnull
5xt3e,Target / pets / fish supplies,44,1,http://www.target.com/c/fish-supplies-pets/-/N-5xt3e#?lnk=ct_menu_09_38&intc=1865096|null
4yjz8,Target / pets / pet food,1054,18,http://www.target.com/c/pet-food-pets/-/N-4yjz8#?lnk=ct_menu_09_39&intc=1865096|null
4ym0o,Target / pets / puppy center,440,8,http://www.target.com/c/puppy-center-ways-to-shop-pets/-/N-4ym0o#?lnk=ct_menu_09_40&intc=1865096|null
5xt3d,Target / pets / small animal supplies,47,1,http://www.target.com/c/small-animal-supplies-pets/-/N-5xt3d#?lnk=ct_menu_09_41&intc=1865096|null
4spe7,Target / school & office supplies / boards & easels / chalkboards,15,1,http://www.target.com/c/chalkboards-boards-easels-school-office-supplies/-/N-4spe7#?lnk=lnav_shop categories_3
4spe4,Target / school & office supplies / boards & easels / easels & easel pads,24,1,http://www.target.com/c/easels-easel-pads-boards-school-office-supplies/-/N-4spe4#?lnk=lnav_shop categories_4
4yiic,"Target / school & office supplies / calendars, planners & journals / journals",81,2,http://www.target.com/c/journals-calendars-planners-school-office-supplies/-/N-4yiic#?lnk=lnav_shop categories_2
4yiie,"Target / school & office supplies / calendars, planners & journals / planners",95,2,http://www.target.com/c/planners-calendars-journals-school-office-supplies/-/N-4yiie#?lnk=lnav_shop categories_3
4yjvr,Target / school & office supplies / filing / file tabs,55,1,http://www.target.com/c/file-tabs-filing-school-office-supplies/-/N-4yjvr#?lnk=lnav_shop categories_2
4yjvq,Target / school & office supplies / filing / filing labels,29,1,http://www.target.com/c/filing-labels-school-office-supplies/-/N-4yjvq#?lnk=lnav_shop categories_4
4yiif,Target / school & office supplies / labels & label makers / label makers,31,1,http://www.target.com/c/label-makers-labels-school-office-supplies/-/N-4yiif#?lnk=lnav_shop categories_2
4uao7,Target / school & office supplies / labels & label makers / lanyards & badge holders,31,1,http://www.target.com/c/lanyards-badge-holders-labels-label-makers-school-office-supplies/-/N-4uao7#?lnk=lnav_shop categories_3
4yjvk,Target / school & office supplies / labels & label makers / sticker labels,72,2,http://www.target.com/c/sticker-labels-label-makers-school-office-supplies/-/N-4yjvk#?lnk=lnav_shop categories_4
4yjvg,Target / school & office supplies / organization / binders,358,6,http://www.target.com/c/binders-organization-school-office-supplies/-/N-4yjvg#?lnk=lnav_shop categories_1
4yjve,Target / school & office supplies / organization / desk organizers,271,5,http://www.target.com/c/desk-organizers-organization-school-office-supplies/-/N-4yjve#?lnk=lnav_shop categories_2
4uli0,Target / school & office supplies / organization / sheet protectors,142,3,http://www.target.com/c/sheet-protectors-organization-school-office-supplies/-/N-4uli0#?lnk=lnav_shop categories_5
4yjvc,Target / school & office supplies / packing & mailing supplies / envelopes,251,5,http://www.target.com/c/envelopes-packing-mailing-supplies-school-office/-/N-4yjvc#?lnk=lnav_shop categories_1
5xsxl,Target / school & office supplies / paper / filler paper,25,1,http://www.target.com/c/filler-paper-school-office-supplies/-/N-5xsxl#?lnk=lnav_shop categories_2
4yjva,Target / school & office supplies / paper / printer paper,150,3,http://www.target.com/c/printer-paper-school-office-supplies/-/N-4yjva#?lnk=lnav_shop categories_6
4uags,Target / school & office supplies / retail store supplies,84,2,http://www.target.com/c/retail-store-supplies-school-office/-/N-4uags#?lnk=lnav_shop%20categories_10&intc=2737018%7Cnull
4yjv4,"Target / school & office supplies / tape, adhesives & fasteners / glue & glue sticks",106,2,http://www.target.com/c/glue-sticks-tape-adhesives-fasteners-school-office-supplies/-/N-4yjv4#?lnk=lnav_shop categories_2
4yjv2,"Target / school & office supplies / tape, adhesives & fasteners / pins & magnets",58,1,http://www.target.com/c/pins-magnets-tape-adhesives-fasteners-school-office-supplies/-/N-4yjv2#?lnk=lnav_shop categories_3
4yjv5,"Target / school & office supplies / tape, adhesives & fasteners / tape & tape dispensers",223,4,http://www.target.com/c/tape-dispensers-adhesives-fasteners-school-office-supplies/-/N-4yjv5#?lnk=lnav_shop categories_4
4ulhy,Target / school & office supplies / tools & equipment / laminators & supplies,59,1,http://www.target.com/c/laminators-supplies-tools-equipment-school-office/-/N-4ulhy#?lnk=lnav_shop categories_2
4ulhz,Target / school & office supplies / tools & equipment / pencil sharpeners,35,1,http://www.target.com/c/pencil-sharpeners-tools-equipment-school-office-supplies/-/N-4ulhz#?lnk=lnav_shop categories_4
4ulhx,Target / school & office supplies / writing supplies / erasers & correction tape,46,1,http://www.target.com/c/erasers-correction-tape-writing-supplies-school-office/-/N-4ulhx#?lnk=lnav_shop categories_2
4yjut,Target / school & office supplies / writing supplies / highlighters,45,1,http://www.target.com/c/highlighters-writing-supplies-school-office/-/N-4yjut#?lnk=lnav_shop categories_3
4tf8r,Target / school & office supplies / writing supplies / pencil cases,23,1,http://www.target.com/c/pencil-cases-writing-supplies-school-office/-/N-4tf8r#?lnk=lnav_shop categories_5
4yjuv,Target / school & office supplies / writing supplies / pencils,113,2,http://www.target.com/c/pencils-writing-supplies-school-office/-/N-4yjuv#?lnk=lnav_shop categories_6
4so53,Target / school & office supplies / writing supplies / pens / gel pens,146,3,http://www.target.com/c/gel-pens-writing-supplies/-/N-4so53#?lnk=lnav_shop categories_3
4so52,Target / school & office supplies / writing supplies / pens / rollerball pens,116,2,http://www.target.com/c/rollerball-pens-writing-supplies/-/N-4so52#?lnk=lnav_shop categories_4
4so50,Target / school & office supplies / writing supplies / pens / specialty pens,8,1,http://www.target.com/c/specialty-pens-writing-supplies/-/N-4so50#?lnk=lnav_shop categories_5
5xtxe,Target / shoes / boys' shoes / athletic shoes,23,1,http://www.target.com/c/athletic-shoes-boys/-/N-5xtxe#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_1&intc=3203561%7Cnull
5xtxj,Target / shoes / boys' shoes / casual shoes,23,1,http://www.target.com/c/casual-shoes-boys/-/N-5xtxj#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_3&intc=3203561%7Cnull
5xtxf,Target / shoes / boys' shoes / slippers,12,1,http://www.target.com/sb/slippers-boys-shoes/-/N-5xtxf#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_6&intc=3203561%7Cnull
56ert,Target / shoes / boys' shoes / uniform shoes,9,1,http://www.target.com/c/uniform-shoes-boys/-/N-56ert#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_8&intc=3203561%7Cnull
5xtvm,Target / shoes / girls' shoes / dance shoes,9,1,http://www.target.com/c/dance-shoes-girls/-/N-5xtvm#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_4&intc=3203559%7Cnull
5xtvg,Target / shoes / girls' shoes / dress shoes,35,1,http://www.target.com/c/dress-shoes-girls/-/N-5xtvg#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_5&intc=3203559%7Cnull
5xtvf,Target / shoes / girls' shoes / slippers,13,1,http://www.target.com/c/slippers-girls-shoes/-/N-5xtvf#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_7&intc=3203559%7Cnull
55k09,Target / shoes / girls' shoes / sneakers,51,1,http://www.target.com/c/sneakers-girls-shoes/-/N-55k09#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_8&intc=3203559%7Cnull
56ers,Target / shoes / girls' shoes / uniform shoes,7,1,http://www.target.com/c/uniform-shoes-girls/-/N-56ers#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_9&intc=3203559%7Cnull
5xtcp,Target / shoes / women's shoes / athletic shoes,32,1,http://www.target.com/c/athletic-shoes-women-s/-/N-5xtcp#?lnk=lnav_ shop categories_8&intc=2542557|null
5xtd1,Target / shoes / women's shoes / boots,183,4,http://www.target.com/c/boots-women-s-shoes/-/N-5xtd1#?lnk=lnav_shop%20categories_4&intc=2770005%7Cnull
553a1,Target / shoes / women's shoes / comfort,23,1,http://www.target.com/c/comfort-women-s-shoes/-/N-553a1#?lnk=lnav_shop%20categories_14&intc=2770005%7Cnull
5xtcq,Target / shoes / women's shoes / slippers,53,1,http://www.target.com/sb/slippers-women-s-shoes/-/N-5xtcq#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_6&intc=2014552%7Cnull
4yka1,Target / shoes / women's shoes / water shoes,11,1,http://www.target.com/c/water-shoes-women-s/-/N-4yka1#?lnk=lnav_shop%20categories_2&intc=2770005%7Cnull
5xt82,"Target / sports, fitness & outdoors / bikes / bike accessories",241,5,http://www.target.com/c/bike-accessories-bikes-sports-fitness-outdoors/-/N-5xt82#?lnk=lnav_shop categories_1
5xt81,"Target / sports, fitness & outdoors / bikes / bmx & freestyle bikes",93,2,http://www.target.com/c/bmx-freestyle-bikes-sports-fitness-outdoors/-/N-5xt81#?lnk=lnav_shop categories_2
5xt7z,"Target / sports, fitness & outdoors / bikes / cruiser bikes",49,1,http://www.target.com/c/cruiser-bikes-sports-fitness-outdoors/-/N-5xt7z#?lnk=lnav_shop categories_4
4ycbb,"Target / sports, fitness & outdoors / bikes / electric bikes",7,1,http://www.target.com/c/electric-bikes-sports-fitness-outdoors/-/N-4ycbb#?lnk=lnav_shop categories_5
4ybbp,"Target / sports, fitness & outdoors / bikes / folding bikes",26,1,http://www.target.com/c/folding-bikes-sports-fitness-outdoors/-/N-4ybbp#?lnk=lnav_shop categories_6
4ykz8,"Target / sports, fitness & outdoors / bikes / helmets & protective gear",128,3,http://www.target.com/c/helmets-protective-gear-bikes-sports-fitness-outdoors/-/N-4ykz8#?lnk=lnav_shop categories_7
5xt7w,"Target / sports, fitness & outdoors / bikes / kids' bikes",287,5,http://www.target.com/c/kids-bikes-sports-fitness-outdoors/-/N-5xt7w#?lnk=lnav_%20%09%09%09%09%09%09related%20categories%09%09%09%09%09_1&intc=2080551%7Cnull
5xt7v,"Target / sports, fitness & outdoors / bikes / mountain bikes",105,2,http://www.target.com/c/mountain-bikes-sports-fitness-outdoors/-/N-5xt7v#?lnk=lnav_shop categories_10
5xt7u,"Target / sports, fitness & outdoors / bikes / road bikes",43,1,http://www.target.com/c/road-bikes-sports-fitness-outdoors/-/N-5xt7u#?lnk=lnav_shop categories_11
5xt7t,"Target / sports, fitness & outdoors / bikes / specialty bikes",22,1,http://www.target.com/c/specialty-bikes-sports-fitness-outdoors/-/N-5xt7t#?lnk=lnav_shop categories_12
56fw7,"Target / sports, fitness & outdoors / camping & outdoors / airbeds, cots & mats",168,3,http://www.target.com/c/airbeds-cots-mats-camping-outdoors-sports-fitness/-/N-56fw7#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_7&intc=2745553%7Cnull
5xt6d,"Target / sports, fitness & outdoors / camping & outdoors / archery",8,1,http://www.target.com/c/archery-camping-outdoors-sports-fitness/-/N-5xt6d#?lnk=lnav_shop%20categories_6&intc=2767027%7Cnull
5xt6c,"Target / sports, fitness & outdoors / camping & outdoors / binoculars & optics",113,2,http://www.target.com/c/binoculars-optics-camping-outdoors-sports-fitness/-/N-5xt6c#?lnk=lnav_shop%20categories_7&intc=2767027%7Cnull
5xt6b,"Target / sports, fitness & outdoors / camping & outdoors / boating & water sports",136,3,http://www.target.com/c/boating-water-sports-camping-outdoors-fitness/-/N-5xt6b#?lnk=lnav_shop%20categories_8&intc=2767027%7Cnull
56fw6,"Target / sports, fitness & outdoors / camping & outdoors / camp accessories",188,4,http://www.target.com/c/camp-accessories-camping-outdoors-sports-fitness/-/N-56fw6#?lnk=lnav_shop%20categories_4&intc=2767027%7Cnull
5xt62,"Target / sports, fitness & outdoors / camping & outdoors / camp furniture",255,5,http://www.target.com/c/camp-furniture-camping-outdoors-sports-fitness/-/N-5xt62#?lnk=lnav_shop%20categories_10&intc=2767027%7Cnull
56fw5,"Target / sports, fitness & outdoors / camping & outdoors / camp kitchen",122,3,http://www.target.com/c/camp-kitchen-camping-outdoors-sports-fitness/-/N-56fw5#?lnk=lnav_shop%20categories_3&intc=2767027%7Cnull
5xt5z,"Target / sports, fitness & outdoors / camping & outdoors / canopies & shelters",138,3,http://www.target.com/c/canopies-shelters-camping-outdoors-sports-fitness/-/N-5xt5z#?lnk=lnav_shop%20categories_11&intc=2767027%7Cnull
4yc9q,"Target / sports, fitness & outdoors / camping & outdoors / coolers",173,3,http://www.target.com/c/coolers-camping-outdoors-sports-fitness/-/N-4yc9q#?lnk=lnav_shop%20categories_1&intc=2767027%7Cnull
5xt5t,"Target / sports, fitness & outdoors / camping & outdoors / fishing & hunting",57,1,http://www.target.com/c/fishing-hunting-camping-outdoors-sports-fitness/-/N-5xt5t#?lnk=lnav_shop%20categories_15&intc=2767027%7Cnull
56fw4,"Target / sports, fitness & outdoors / camping & outdoors / hiking gear",15,1,http://www.target.com/c/hiking-gear-camping-outdoors-sports-fitness/-/N-56fw4#?lnk=lnav_shop%20categories_12&intc=2767027%7Cnull
4ybrs,"Target / sports, fitness & outdoors / camping & outdoors / lights & lanterns",112,2,http://www.target.com/c/lights-lanterns-camping-outdoors-sports-fitness/-/N-4ybrs#?lnk=lnav_shop%20categories_5&intc=2767027%7Cnull
56emx,"Target / sports, fitness & outdoors / camping & outdoors / metal detectors",15,1,http://www.target.com/c/metal-detectors-camping-outdoors-sports-fitness/-/N-56emx#?lnk=lnav_shop%20categories_2&intc=2767027%7Cnull
