url,name,full name,items,ta pages
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Featured_Shop/TravelSizeBeauty/Fragrance/ForHim.jsp,For Him,Shop  /  Beauty & Fragrance  /  Travel Size Beauty  /  Fragrance  /  For Him,43,3
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Kids/Girls/ToddlerGirl/Sneakers.jsp,Sneakers,Shop  /  Shoes  /  Girls  /  Toddler Girls  /  Sneakers,43,3
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Featured_Shop/BrideBridalParty/FortheWeddingGuest/Bracelets.jsp,Bracelets,Shop  /  Jewelry & Watches  /  Wedding Jewelry  /  For the Wedding Guest  /  Bracelets,43,3
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Featured_Shop/HolidayEntertaining/Kitchen/SmallAppliances.jsp,Small Appliances,Shop  /  Bed & Bath  /  Holiday Entertaining  /  Kitchen  /  Small Appliances,43,3
http://www.belk.com/AST/Main/Belk_Primary/BedBath/Featured_Shop/SportsFan/NCAA/HomeDecor.jsp,Home Decor,Shop  /  Bed & Bath  /  Sports Fan  /  NCAA  /  Home Decor,43,3
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/SportsFan/NCAA/HomeDecor.jsp,Home Decor,Shop  /  For the Home  /  Sports Fan  /  NCAA  /  Home Decor,43,3
http://www.belk.com/AST/Main/Belk_Primary/BedBath/Featured_Shop/Gifts/FortheSportsFan/NCAA/HomeDecor.jsp,Home Decor,Shop  /  Bed & Bath  /  Gifts for All  /  For the Sports Fan  /  NCAA  /  Home Decor,43,3
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Mens/SandalsMens.jsp,Sandals,Shop  /  Shoes  /  Sandals,42,3
http://www.belk.com/AST/Main/Belk_Primary/Women/Featured_Shop/GiftsforHer/Coats.jsp,Coats,Shop  /  Women  /  Gifts for Her  /  Coats,42,3
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Jeans/Relaxed.jsp,Relaxed,Shop  /  Men  /  Jeans  /  Relaxed,42,3
http://www.belk.com/AST/Main/Belk_Primary/Big_Tall/Shop/Jeans.jsp,Big & Tall,Shop  /  Men  /  Jeans  /  Big & Tall,42,3
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/SportsFan/NHL.jsp,NHL,Shop  /  Men  /  Sports Fan  /  NHL,42,3
http://www.belk.com/AST/Main/Belk_Primary/Men/Featured_Shop/Stretch/Underwear.jsp,Underwear,Shop  /  Men  /  Stretch  /  Underwear,42,3
http://www.belk.com/AST/Main/Belk_Primary/Juniors_Plus/Shop/Jeans.jsp,Juniors Plus,Shop  /  Juniors  /  Jeans  /  Juniors Plus,42,3
http://www.belk.com/AST/Main/Belk_Primary/Juniors/Shop/TopsTees/Tanks.jsp,Tanks & Camisoles,Shop  /  Juniors  /  Tops  /  Tanks & Camisoles,42,3
http://www.belk.com/AST/Main/Belk_Primary/Juniors/Featured_Shop/GiftsForHer/Tops.jsp,Tops,Shop  /  Juniors  /  Gifts For Her  /  Tops,42,3
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Boys/ToddlerBoy/Dresswear.jsp,Dresswear,Shop  /  Kids  /  Toddler (2T-4T)  /  Dresswear,42,3
http://www.belk.com/AST/Main/Belk_Primary/Kids/Featured_Shop/Cold_Weather_Shop/Babies.jsp,Babies,Shop  /  Kids  /  Cold Weather Shop  /  Babies,42,3
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Featured_Shop/TravelSizeBeauty/Makeup.jsp,Makeup,Shop  /  Beauty & Fragrance  /  Travel Size Beauty  /  Makeup,42,3
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Shop/FineJewelry/JewelryforMen/Rings.jsp,Rings,Shop  /  Jewelry & Watches  /  Men's Jewelry  /  Rings,42,3
http://www.belk.com/AST/Main/Belk_Primary/Women_Plus/Shop/Dresses/Casual.jsp,Women's Plus,Shop  /  Women  /  Dresses  /  Casual  /  Women's Plus,42,3
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Suits/Separates/Skirts.jsp,Skirts,Shop  /  Women  /  Suits & Separates  /  Separates  /  Skirts,42,3
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Accessories/Bags/MessengerBags.jsp,Messenger Bags,Shop  /  Men  /  Accessories  /  Bags & Briefcases  /  Messenger Bags,42,3
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Activewear/ShopbyActivity/Running.jsp,Running,Shop  /  Men  /  Active & Outdoor  /  Shop by Activity  /  Running,42,3
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Pants/Dress/Pleated.jsp,Pleated,Shop  /  Men  /  Pants  /  Dress  /  Pleated,42,3
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Polo_Shirts/Stripes_Patterns/Striped.jsp,Stripes,Shop  /  Men  /  Polos  /  Stripes & Prints  /  Stripes,42,3
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/SportsFan/NCAA/Ties.jsp,Ties,Shop  /  Men  /  Sports Fan  /  NCAA  /  Ties,42,3
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/SuitsSportCoats/Blazers_Sportcoats/Patterns.jsp,Patterned,Shop  /  Men  /  Suits & Sport Coats  /  Sport Coats & Blazers  /  Patterned,42,3
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Dining_Entertaining/Serveware/BeverageDispensers.jsp,Beverage Dispensers,Shop  /  For the Home  /  Dining & Entertaining  /  Serveware  /  Beverage Dispensers,42,3
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Kitchen/Bakeware/Cookie.jsp,Baking & Cookie Sheets,Shop  /  For the Home  /  Kitchen  /  Bakeware  /  Baking & Cookie Sheets,42,3
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/SportsFan/NCAA/Ties.jsp,Ties,Shop  /  Men  /  Young Men's  /  Sports Fan  /  NCAA  /  Ties,42,3
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Swimwear/CompleteLooks.jsp,Complete Looks,Shop  /  Women  /  Swimwear  /  Complete Looks,41,3
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Coats/Active.jsp,Active,Shop  /  Men  /  Coats & Jackets  /  Active,41,3
http://www.belk.com/AST/Main/Belk_Primary/Juniors/Shop/Pants/Casual.jsp,Casual,Shop  /  Juniors  /  Pants  /  Casual,41,3
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Girls/Girls716/Outfits_and_Sets.jsp,Outfits & Sets,Shop  /  Kids  /  Girls (7-16)  /  Outfits & Sets,41,3
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Luggage/KidsBagsLuggage.jsp,« Back to Kids Bags & Luggage,Shop  /  Kids  /  Kids' Backpacks  /  « Back to Kids Bags & Luggage,41,3
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Juniors/Sandals/HighHeel.jsp,High Heel,Shop  /  Shoes  /  Sandals  /  High Heel,41,3
http://www.belk.com/AST/Main/Belk_Primary/Handbags_And_Accessories/Shop/Luggage/KidsBagsLuggage.jsp,Kids Bags & Luggage,Shop  /  Handbags & Accessories  /  Luggage  /  Kids Bags & Luggage,41,3
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/WallDecor/Cuisine.jsp,Cuisine,Shop  /  For the Home  /  Wall Art  /  Cuisine,41,3
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Intimates/Bras/CustomerFavorites.jsp,Customer Favorites,"Shop  /  Women  /  Bras, Panties & Lingerie  /  Bras  /  Customer Favorites",41,3
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Intimates/Panties/Cotton.jsp,Cotton,"Shop  /  Women  /  Bras, Panties & Lingerie  /  Panties  /  Cotton",41,3
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Tees/Graphics/Active.jsp,Active,Shop  /  Men  /  T-Shirts  /  Graphic  /  Active,41,3
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Kids/Boys/Youth/DressShoes.jsp,Dress Shoes,Shop  /  Shoes  /  Boys  /  Youth  /  Dress Shoes,41,3
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/HomeDecor/WallDecor/Cuisine.jsp,Cuisine,Shop  /  For the Home  /  Home Decor  /  Wall Art  /  Cuisine,41,3
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/WallDecor/InspiringSpaces/Minimal.jsp,Minimal,Shop  /  For the Home  /  Wall Art  /  Inspiring Spaces  /  Minimal,41,3
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/Activewear/ShopbyActivity/Running.jsp,Running,Shop  /  Men  /  Young Men's  /  Activewear & Outdoor  /  Shop by Activity  /  Running,41,3
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/SuitsSportCoats/SportcoatsVest/Patterns.jsp,Patterns,Shop  /  Men  /  Young Men's  /  Suits & Sport Coats  /  Sport Coats & Blazers  /  Patterns,41,3
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/Tees/Graphics/Active.jsp,Active,Shop  /  Men  /  Young Men's  /  T-Shirts  /  Graphic  /  Active,41,3
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Shop/Beauty/Eyes/Eyebrows/Pencil.jsp,Pencil & Liner,Shop  /  Beauty & Fragrance  /  Makeup  /  Eyes  /  Eyebrows  /  Pencil & Liner,41,3
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Shop/Beauty/Eyes/Eye_Shadow/Cream.jsp,Cream,Shop  /  Beauty & Fragrance  /  Makeup  /  Eyes  /  Eyeshadow  /  Cream,41,3
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/HomeDecor/WallDecor/InspiringSpaces/Minimal.jsp,Minimal,Shop  /  For the Home  /  Home Decor  /  Wall Art  /  Inspiring Spaces  /  Minimal,41,3
http://www.belk.com/AST/Main/Belk_Primary/Women/Featured_Shop/Resort/Jeans.jsp,Jeans,Shop  /  Women  /  Resort  /  Jeans,40,2
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Sweaters/Hoodies.jsp,Hoodies,Shop  /  Men  /  Sweaters & Pullovers  /  Hoodies,40,2
http://www.belk.com/AST/Main/Belk_Primary/Juniors/Shop/Dresses/Party.jsp,Party,Shop  /  Juniors  /  Dresses  /  Party,40,2
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Babies/Girls/Shoes.jsp,Shoes,Shop  /  Kids  /  Baby Girls (0-24m)  /  Shoes,40,2
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Girls/ToddlerGirl/Pants.jsp,Pants & Leggings,Shop  /  Kids  /  Toddler (2T-4T)  /  Pants & Leggings,40,2
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/DressShirts/ShopbyFabric/100Cotton.jsp,100% Cotton,Shop  /  Men  /  Dress Shirts  /  Shop by Fabric Property  /  100% Cotton,40,2
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Pants/Dress/Wrinkle_Free.jsp,Wrinkle Free,Shop  /  Men  /  Pants  /  Dress  /  Wrinkle Free,40,2
http://www.belk.com/AST/Main/Belk_Primary/Juniors/Shop/Sleepwear/SleepSeparates/Tops.jsp,Tops,"Shop  /  Juniors  /  Sleep, Lounge & Robes  /  Sleep Separates  /  Tops",40,2
http://www.belk.com/AST/Main/Belk_Primary/Juniors_Plus/Featured_Shop/Trends/Young_American.jsp,Young American,Shop  /  Juniors  /  Juniors Plus  /  Trends  /  Young American,40,2
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Babies/Baby_Gifts_and_Accessories/BabyShoes/BabyGirl.jsp,Baby Girl,Shop  /  Kids  /  Gifts & Essentials  /  Baby Shoes  /  Baby Girl,40,2
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Boys/Boys47/Shirts/ButtonFront.jsp,Button Front,Shop  /  Kids  /  Boys (4-7)  /  Shirts  /  Button Front,40,2
http://www.belk.com/AST/Main/Belk_Primary/Kids/Featured_Shop/Activewear/Baby/Boys.jsp,Boys,Shop  /  Kids  /  Activewear  /  Baby  /  Boys,40,2
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Kitchen/Bakeware/Decorating.jsp,Baking & Pastry Tools,Shop  /  For the Home  /  Kitchen  /  Bakeware  /  Baking & Pastry Tools,40,2
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Kitchen/Bakeware/MixMeasure.jsp,Mixing & Prep Bowls,Shop  /  For the Home  /  Kitchen  /  Bakeware  /  Mixing & Prep Bowls,40,2
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Kitchen/Tools_Food_Prep/MixingPrepBowls.jsp,Mixing & Prep Bowls,Shop  /  For the Home  /  Kitchen  /  Tools & Gadgets  /  Mixing & Prep Bowls,40,2
http://www.belk.com/AST/Main/Belk_Primary/Women_Plus/Shop/Intimates/Shapewear/ControlBriefs.jsp,Control Briefs,"Shop  /  Women  /  Bras, Panties & Lingerie  /  Shapewear  /  Women's Plus  /  Control Briefs",40,2
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Womens/ShoeAccessories.jsp,Shoe Accessories,Shop  /  Shoes  /  Shoe Accessories,39,2
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Shop/FineJewelry/ChildrensJewelry.jsp,Children's Jewelry,Shop  /  Jewelry & Watches  /  Children's Jewelry,39,2
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Coats_and_Vests/Rain_and_Trench.jsp,Rain & Trench Coats,Shop  /  Women  /  Coats & Vests  /  Rain & Trench Coats,39,2
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Dresses/Separates.jsp,Social Separates,Shop  /  Women  /  Dresses  /  Social Separates,39,2
http://www.belk.com/AST/Main/Belk_Primary/Women/Featured_Shop/GiftsforHer/GiftsUnder25.jsp,Gifts Under $25,Shop  /  Women  /  Gifts for Her  /  Gifts Under $25,39,2
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Coats/SoftShell.jsp,Soft Shell,Shop  /  Men  /  Coats & Jackets  /  Soft Shell,39,2
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/SportsFan/NBA.jsp,NBA,Shop  /  Men  /  Sports Fan  /  NBA,39,2
http://www.belk.com/AST/Main/Belk_Primary/Men/Featured_Shop/SouthernStyle/Shorts.jsp,Shorts,Shop  /  Men  /  Southern Style  /  Shorts,39,2
http://www.belk.com/AST/Main/Belk_Primary/Men/Featured_Shop/ModernMan/CasualShirts.jsp,Casual Shirts,Shop  /  Men  /  Modern Man  /  Casual Shirts,39,2
http://www.belk.com/AST/Main/Belk_Primary/Men/Featured_Shop/ModernMan/Pants.jsp,Pants,Shop  /  Men  /  Modern Man  /  Pants,39,2
http://www.belk.com/AST/Main/Belk_Primary/Kids/Featured_Shop/Pajama_Party/Boys.jsp,Boys,Shop  /  Kids  /  Pajama Party  /  Boys,39,2
http://www.belk.com/AST/Main/Belk_Primary/Handbags_And_Accessories/Shop/Accessories/ScarvesWraps/Oblong.jsp,Oblong,Shop  /  Handbags & Accessories  /  Scarves & Wraps  /  Oblong,39,2
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Shop/FineJewelry/Bracelets/Tennis.jsp,Tennis,Shop  /  Jewelry & Watches  /  Bracelets  /  Tennis,39,2
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Intimates/Panties/CustomerFavorites.jsp,Customer Favorites,"Shop  /  Women  /  Bras, Panties & Lingerie  /  Panties  /  Customer Favorites",39,2
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Intimates/Shapewear/Thigh_Slimmers.jsp,Thigh Slimmers,"Shop  /  Women  /  Bras, Panties & Lingerie  /  Shapewear  /  Thigh Slimmers",39,2
http://www.belk.com/AST/Main/Belk_Primary/Women_Plus/Shop/Designer/Jeans.jsp,Women's Plus,Shop  /  Women  /  Designer  /  Jeans  /  Women's Plus,39,2
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Accessories/Belts/Suspenders.jsp,Suspenders,Shop  /  Men  /  Accessories  /  Belts & Suspenders  /  Suspenders,39,2
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Featured_Shop/GiftGuide/GiftsUnder100/Kids.jsp,Kids,Shop  /  Shoes  /  Gift Guide  /  Gifts Under $100  /  Kids,39,2
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Featured_Shop/HolidayEntertaining/Kitchen/Bakeware.jsp,Bakeware,Shop  /  Bed & Bath  /  Holiday Entertaining  /  Kitchen  /  Bakeware,39,2
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Featured_Shop/HolidayEntertaining/Kitchen/Cookware.jsp,Cookware,Shop  /  Bed & Bath  /  Holiday Entertaining  /  Kitchen  /  Cookware,39,2
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Kitchen/Food_Storage/Containers.jsp,Containers,Shop  /  For the Home  /  Kitchen  /  Food Storage  /  Containers,39,2
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/WallDecor/InspiringSpaces/ManCave.jsp,Man Cave,Shop  /  For the Home  /  Wall Art  /  Inspiring Spaces  /  Man Cave,39,2
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/WallDecor/Landscape/Garden.jsp,Garden,Shop  /  For the Home  /  Wall Art  /  Landscape  /  Garden,39,2
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/MoreFortheHome/Electronics/HeatersFansAir.jsp,Heaters & Fans,Shop  /  For the Home  /  More For the Home  /  Electronics & Gadgets  /  Heaters & Fans,39,2
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/MoreFortheHome/HomeCare/LaundryHampers.jsp,Laundry Hampers & Drying Racks,Shop  /  For the Home  /  More For the Home  /  Organization & Cleaning  /  Laundry Hampers & Drying Racks,39,2
http://www.belk.com/AST/Main/Belk_Primary/Women_Plus/Shop/Intimates/Shapewear/ThighSlimmers.jsp,Thigh Slimmers,"Shop  /  Women  /  Bras, Panties & Lingerie  /  Shapewear  /  Women's Plus  /  Thigh Slimmers",39,2
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/Accessories/Wallets/Checkbook.jsp,Checkbook,Shop  /  Men  /  Young Men's  /  Accessories  /  Wallets  /  Checkbook,39,2
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/HomeDecor/WallDecor/InspiringSpaces/ManCave.jsp,Man Cave,Shop  /  For the Home  /  Home Decor  /  Wall Art  /  Inspiring Spaces  /  Man Cave,39,2
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/HomeDecor/WallDecor/Landscape/Garden.jsp,Garden,Shop  /  For the Home  /  Home Decor  /  Wall Art  /  Landscape  /  Garden,39,2
http://www.belk.com/AST/Main/Belk_Primary/Juniors/Shop/ShortsCrops.jsp,Shorts & Crops,Shop  /  Juniors  /  Shorts & Crops,38,2
http://www.belk.com/AST/Main/Belk_Primary/Juniors/Featured_Shop/Athleisure.jsp,Athleisure,Shop  /  Juniors  /  Athleisure,38,2
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Swimwear/FitSolutions.jsp,Fit Solutions,Shop  /  Women  /  Swimwear  /  Fit Solutions,38,2
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Swimwear/Trunks.jsp,Trunks,Shop  /  Men  /  Swimwear  /  Trunks,38,2
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/Loungewear.jsp,Sleep & Loungewear,Shop  /  Men  /  Young Men's  /  Sleep & Loungewear,38,2
http://www.belk.com/AST/Main/Belk_Primary/Juniors/Featured_Shop/Trends/Athleisure.jsp,Athleisure,Shop  /  Juniors  /  Trends  /  Athleisure,38,2
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Girls/Accessories/Hair.jsp,Hair,Shop  /  Kids  /  Accessories  /  Hair,38,2
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Boys/Boys47/Dresswear.jsp,Dresswear,Shop  /  Kids  /  Boys (4-7)  /  Dresswear,38,2
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Boys/Boys47/Ties.jsp,Ties,Shop  /  Kids  /  Boys (4-7)  /  Ties,38,2
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Toys/ArtActivities.jsp,Arts & Crafts,Shop  /  Kids  /  Toys & Games  /  Arts & Crafts,38,2
http://www.belk.com/AST/Main/Belk_Primary/Kids/Featured_Shop/CharacterShop/ShopbyCharacter.jsp,Assorted Characters,Shop  /  Kids  /  Character Shop  /  Assorted Characters,38,2
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Womens/Designer/EveningBridal.jsp,Evening & Bridal,Shop  /  Shoes  /  Designer  /  Evening & Bridal,38,2
http://www.belk.com/AST/Main/Belk_Primary/Handbags_And_Accessories/Shop/Accessories/Sunglasses/Rectangle.jsp,Rectangle,Shop  /  Handbags & Accessories  /  Sunglasses & Eyewear  /  Rectangle,38,2
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Intimates/Slips_Camisoles/Full_Slips.jsp,Full Slip,"Shop  /  Women  /  Bras, Panties & Lingerie  /  Slips & Camisoles  /  Full Slip",38,2
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Dresses/Trends/RomanticMovement.jsp,Romantic Movement,Shop  /  Women  /  Dresses  /  Trends  /  Romantic Movement,38,2
http://www.belk.com/AST/Main/Belk_Primary/Juniors/Shop/Accessories/Handbags/Crossbodies.jsp,Crossbodies,Shop  /  Juniors  /  Accessories  /  Handbags  /  Crossbodies,38,2
http://www.belk.com/AST/Main/Belk_Primary/Juniors/Shop/Intimates/Bras/SportsBra.jsp,Sports Bra,Shop  /  Juniors  /  Bras & Panties  /  Bras  /  Sports Bra,38,2
http://www.belk.com/AST/Main/Belk_Primary/Kids/Featured_Shop/Gifts/Boys/ToddlerBoys.jsp,Toddler Boys,Shop  /  Kids  /  Gift Shop  /  Boys  /  Toddler Boys,38,2
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Shop/Beauty/Lips/Lip_Liner.jsp,Lip Liners,Shop  /  Beauty & Fragrance  /  Makeup  /  Lips  /  Lip Liners,38,2
http://www.belk.com/AST/Main/Belk_Primary/Kids/Featured_Shop/Activewear/Girls/Girls716/TeesTanks.jsp,Tees & Tanks,Shop  /  Kids  /  Activewear  /  Girls  /  Girls 7-16  /  Tees & Tanks,38,2
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Shop/Beauty/Eyes/Mascara/Curling.jsp,Curling,Shop  /  Beauty & Fragrance  /  Makeup  /  Eyes  /  Mascara  /  Curling,38,2
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Shop/FashionJewelry/Sets.jsp,Sets,Shop  /  Jewelry & Watches  /  Sets,37,2
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Designer/CompleteLooks.jsp,Complete Looks,Shop  /  Women  /  Designer  /  Complete Looks,37,2
http://www.belk.com/AST/Main/Belk_Primary/Juniors_Plus/Shop/Dresses.jsp,Juniors Plus,Shop  /  Juniors  /  Dresses  /  Juniors Plus,37,2
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Babies/Baby_Gifts_and_Accessories/Pacifiers.jsp,Pacifiers,Shop  /  Kids  /  Gifts & Essentials  /  Pacifiers,37,2
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Shop/Bath_Body/Lip_Balm.jsp,Lip Balms,Shop  /  Beauty & Fragrance  /  Bath & Body  /  Lip Balms,37,2
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Womens/Boots/OvertheKnee.jsp,Over the Knee,Shop  /  Shoes  /  Boots  /  Over the Knee,37,2
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Womens/Flats/LoafersMoccasins.jsp,Loafers & Moccasins,Shop  /  Shoes  /  Flats  /  Loafers & Moccasins,37,2
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Featured_Shop/CountryChic/Dining.jsp,Dining,Shop  /  For the Home  /  Country Chic  /  Dining,37,2
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Intimates/Bras/Comfort.jsp,Comfort Bras,"Shop  /  Women  /  Bras, Panties & Lingerie  /  Bras  /  Comfort Bras",37,2
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Sleepwear/Robes/Short.jsp,Short,"Shop  /  Women  /  Sleep, Lounge & Robes  /  Robes & Caftans  /  Short",37,2
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/DressShirts/Patterned/Striped.jsp,Striped,Shop  /  Men  /  Dress Shirts  /  Patterned  /  Striped,37,2
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/DressShirts/ShopbyFabric/NoIron.jsp,No-Iron,Shop  /  Men  /  Dress Shirts  /  Shop by Fabric Property  /  No-Iron,37,2
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Mens/Outdoors.jsp,Outdoors,Shop  /  Shoes  /  Outdoors,36,2
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Intimates/Accessories.jsp,Lingerie Accessories,"Shop  /  Women  /  Bras, Panties & Lingerie  /  Lingerie Accessories",36,2
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Sleepwear/Bridal.jsp,Bridal,"Shop  /  Women  /  Sleep, Lounge & Robes  /  Bridal",36,2
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Pants/Joggers.jsp,Joggers,Shop  /  Men  /  Pants  /  Joggers,36,2
http://www.belk.com/AST/Main/Belk_Primary/Juniors/Shop/Activewear/JacketsHoodies.jsp,Jackets & Hoodies,Shop  /  Juniors  /  Activewear  /  Jackets & Hoodies,36,2
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Girls/Girls716/Pants.jsp,Pants,Shop  /  Kids  /  Girls (7-16)  /  Pants,36,2
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Womens/Boots/LaceUp.jsp,Lace-Up,Shop  /  Shoes  /  Boots  /  Lace-Up,36,2
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Womens/Flats/PointedToe.jsp,Pointed Toe,Shop  /  Shoes  /  Flats  /  Pointed Toe,36,2
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Juniors/Boots/ColdWeather.jsp,Cold Weather,Shop  /  Shoes  /  Boots  /  Cold Weather,36,2
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Juniors/Boots/MidCalf.jsp,Mid Calf,Shop  /  Shoes  /  Boots  /  Mid Calf,36,2
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Featured_Shop/OutdoorShop/Mens.jsp,Men's,Shop  /  Shoes  /  Outdoor Shoes  /  Men's,36,2
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Featured_Shop/PersonalizedJewelry/Earrings.jsp,Earrings,Shop  /  Jewelry & Watches  /  Personalized Jewelry  /  Earrings,36,2
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/SmallAppliances/ToastersOvens.jsp,Toasters & Ovens,Shop  /  For the Home  /  Small Appliances  /  Toasters & Ovens,36,2
http://www.belk.com/AST/Main/Belk_Primary/Women_Plus/Shop/Sweaters/CrewScoopNeck.jsp,Women's Plus,Shop  /  Women  /  Sweaters  /  Crew & Scoop Neck  /  Women's Plus,36,2
